"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/30/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","122.40","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"6/30/2021","REINVESTMENT FIDELITY SAI US TREASURY BOND INDEX (FUTBX) (Cash)","REINVESTMENT FIDELITY SAI US TREASURY BOND INDEX (FUTBX) (Cash)","3.65","debit","Investments","ROLLOVER IRA","",""
"6/30/2021","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.09","debit","Investments","ROLLOVER IRA","",""
"6/30/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","556.93","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"6/30/2021","REINVESTMENT STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","REINVESTMENT STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","20.05","debit","Investments","ROLLOVER IRA","",""
"6/30/2021","DIVIDEND RECEIVED FIDELITY SAI US TREASURY BOND INDEX (FUTBX) (Cash)","DIVIDEND RECEIVED FIDELITY SAI US TREASURY BOND INDEX (FUTBX) (Cash)","3.65","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"6/30/2021","REINVESTMENT STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","REINVESTMENT STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","122.40","debit","Investments","ROLLOVER IRA","",""
"6/30/2021","POS72V0 CASEYS GEN STO CEDAR RAPIDS IA (Cash)","DEBIT CARD PURCHASE POS72V0 CASEYS GEN STO CEDAR RAPIDS IA (Cash)","3.20","debit","Investments","JOINT WROS - TOD","",""
"6/30/2021","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.07","debit","Investments","JOINT WROS - TOD","",""
"6/30/2021","POS78V0 CASEYS GEN STO CEDAR RAPIDS IA (Cash)","DEBIT CARD PURCHASE POS78V0 CASEYS GEN STO CEDAR RAPIDS IA (Cash)","1.48","debit","Investments","JOINT WROS - TOD","",""
"6/30/2021","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.07","credit","Dividend & Cap Gains","JOINT WROS - TOD","",""
"6/29/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","7.68","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/29/2021","CASEYS GEN STORE 2811 SPRINGVILLE IA (Cash)","DEBIT CARD PURCHASE CASEYS GEN STORE 2811 SPRINGVILLE IA (Cash)","28.64","debit","Investments","JOINT WROS - TOD","",""
"6/29/2021","POS4696 JIFFY LUBE #33 MARION IA (Cash)","DEBIT CARD PURCHASE POS4696 JIFFY LUBE #33 MARION IA (Cash)","52.42","debit","Investments","JOINT WROS - TOD","",""
"6/29/2021","POS5254 TOBACCO OP 560 CEDAR RAPIDS IA (Cash)","DEBIT CARD PURCHASE POS5254 TOBACCO OP 560 CEDAR RAPIDS IA (Cash)","13.63","debit","Investments","JOINT WROS - TOD","",""
"6/29/2021","CASH ADVANCE ATM0727 227 N. MAIN GALENA IL (Cash)","CASH ADVANCE ATM0727 227 N. MAIN GALENA IL (Cash)","63.00","debit","Investments","JOINT WROS - TOD","",""
"6/29/2021","POS19V0 CASEYS GEN STO MARION IA (Cash)","DEBIT CARD PURCHASE POS19V0 CASEYS GEN STO MARION IA (Cash)","25.02","debit","Investments","JOINT WROS - TOD","",""
"6/29/2021","POS1 LOWE'S #2231 CEDAR RAPIDS IA (Cash)","DEBIT CARD PURCHASE POS1 LOWE'S #2231 CEDAR RAPIDS IA (Cash)","10.61","debit","Investments","JOINT WROS - TOD","",""
"6/29/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA (Cash)","20.36","debit","Investments","JOINT WROS - TOD","",""
"6/29/2021","ILLINOIS STORE REG Galena IL (Cash)","DEBIT CARD PURCHASE SQ *ILLINOIS STORE REG Galena IL (Cash)","299.85","debit","Investments","JOINT WROS - TOD","",""
"6/29/2021","POS11V0 CASEYS GEN STO SPRINGVILLE IA (Cash)","DEBIT CARD PURCHASE POS11V0 CASEYS GEN STO SPRINGVILLE IA (Cash)","1.27","debit","Investments","JOINT WROS - TOD","",""
"6/29/2021","ADJUST FEE CHARGED ATM FEE REBATE (Cash)","ADJUST FEE CHARGED ATM FEE REBATE (Cash)","3.00","credit","ATM Fee","JOINT WROS - TOD","",""
"6/29/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA (Cash)","18.01","debit","Investments","JOINT WROS - TOD","",""
"6/28/2021","Truekind","Truekind","32.94","debit","Restaurants","PayPal Account","",""
"6/28/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","7.00","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/28/2021","BOWERS BEST DISCOU Independence IA (Cash)","DEBIT CARD PURCHASE SQ *BOWERS BEST DISCOU Independence IA (Cash)","35.39","debit","Investments","JOINT WROS - TOD","",""
"6/28/2021","MCDONALD'S F38881 INDEPENDENCE IA (Cash)","DEBIT CARD PURCHASE MCDONALD'S F38881 INDEPENDENCE IA (Cash)","5.11","debit","Investments","JOINT WROS - TOD","",""
"6/28/2021","POS72V0 CASEYS GEN STO CEDAR RAPIDS IA (Cash)","DEBIT CARD PURCHASE POS72V0 CASEYS GEN STO CEDAR RAPIDS IA (Cash)","7.88","debit","Investments","JOINT WROS - TOD","",""
"6/28/2021","ALLEE SALON AND SP Fairfax IA (Cash)","DEBIT CARD PURCHASE SQ *ALLEE SALON AND SP Fairfax IA (Cash)","147.12","debit","Investments","JOINT WROS - TOD","",""
"6/28/2021","POS9999 MNRD-MARION IA MARION IA (Cash)","DEBIT CARD PURCHASE POS9999 MNRD-MARION IA MARION IA (Cash)","22.61","debit","Investments","JOINT WROS - TOD","",""
"6/28/2021","BOWERS BEST DISCOU Independence IA (Cash)","DEBIT CARD PURCHASE SQ *BOWERS BEST DISCOU Independence IA (Cash)","13.91","debit","Investments","JOINT WROS - TOD","",""
"6/28/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA (Cash)","54.02","debit","Investments","JOINT WROS - TOD","",""
"6/28/2021","GOODWILL INDEPENDENCE INDEPENDENCE IA (Cash)","DEBIT CARD PURCHASE GOODWILL INDEPENDENCE INDEPENDENCE IA (Cash)","20.25","debit","Investments","JOINT WROS - TOD","",""
"6/28/2021","GOODWILL - CROSSROADS WATERLOO IA (Cash)","DEBIT CARD PURCHASE GOODWILL - CROSSROADS WATERLOO IA (Cash)","18.00","debit","Investments","JOINT WROS - TOD","",""
"6/27/2021","Amazon","AMAZON.COM*217B76DI2 A AMZN.COM/BILLWA","22.88","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/25/2021","eBay","eBay","14.76","debit","Shopping","PayPal Account","",""
"6/25/2021","eBay","PAYPAL *EBAY US 4029357733 CA","14.76","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/25/2021","Amazon","AMAZON.COM*210S62SD0 AMZN.COM/BILLWA","641.99","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/25/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA , WYLER'S ITALIAN 96CT","28.44","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/25/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA , COCKTAIL TOMATO, LIMES 3 LB, 2% COTTAGE CHEESE, STACY'S PITA CHIPS, CHICKEN POT PIES, PUP-PERONI, SEASONED SALMON FLT","194.45","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/25/2021","POS7916 FLYING J #637 EVANSDALE IA (Cash)","DEBIT CARD PURCHASE POS7916 FLYING J #637 EVANSDALE IA (Cash)","31.83","debit","Investments","JOINT WROS - TOD","",""
"6/25/2021","POS7916 FLYING J #637 EVANSDALE IA (Cash)","DEBIT CARD PURCHASE POS7916 FLYING J #637 EVANSDALE IA (Cash)","2.00","debit","Investments","JOINT WROS - TOD","",""
"6/24/2021","Amazon","AMAZON.COM*294ND1FW1 A AMZN.COM/BILLWA","641.99","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/24/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","13.63","debit","Vacation","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/23/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","9.00","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/23/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","2.13","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/23/2021","Jimmy John's","JIMMY JOHNS - 1908 CEDAR RAPIDS IA","15.09","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/23/2021","Goodwill Industries","GOODWILL INDUSTRIES CEDAR RAPIDS IA","3.76","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/23/2021","Amazon","AMAZON.COM*214RU6WU1 AMZN.COM/BILLWA","18.29","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/23/2021","Amazon","AMAZON.COM*218DG7PO2 AMZN.COM/BILLWA","100.00","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/23/2021","GETVITALYOU.COM 855-4710923 NY","GETVITALYOU.COM 855-4710923 NY","56.00","debit","Personal Care","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/23/2021","Jimmy John's","JIMMY JOHNS - 1908 CEDAR RAPIDS IA","3.21","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/22/2021","PRIME VIDEO*215Y69GR0 888-802-3080 WA","PRIME VIDEO*215Y69GR0 888-802-3080 WA","1.05","debit","Movies & DVDs","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/22/2021","Amazon","AMAZON.COM*2177Z2EA2 AMZN.COM/BILLWA","13.89","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/22/2021","MCGRATH POWERSPORTS CEDAR RAPIDS IA","MCGRATH POWERSPORTS CEDAR RAPIDS IA","24.60","debit","Service & Parts","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/22/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","36.39","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/22/2021","Amazon","AMAZON.COM*211R669O1 A AMZN.COM/BILLWA","12.87","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/22/2021","YOU SOLD STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","YOU SOLD STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","1082.85","credit","Investments","ROLLOVER IRA","",""
"6/22/2021","YOU SOLD STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","YOU SOLD STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","1864.58","credit","Investments","ROLLOVER IRA","",""
"6/22/2021","YOU SOLD STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","YOU SOLD STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","4004.60","credit","Investments","ROLLOVER IRA","",""
"6/22/2021","YOU SOLD STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","YOU SOLD STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","1015.21","credit","Investments","ROLLOVER IRA","",""
"6/22/2021","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","1011.86","debit","Investments","ROLLOVER IRA","",""
"6/22/2021","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","5921.93","debit","Investments","ROLLOVER IRA","",""
"6/22/2021","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","1015.90","debit","Investments","ROLLOVER IRA","",""
"6/21/2021","Panera Bread","PANERA BREAD #203204 P CEDAR RAPIDS IA","30.09","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/20/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","13.63","debit","Vacation","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/20/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","7.66","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/19/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA , BEEF RIB EYE STEAK, BANANAS, CHERRIES-DARK SWEET, PERF FISHING LAYER, MM OUTDOOR BLANKET, MM LEMONADE, REEBOK ACTIVE TEE","194.67","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/19/2021","Menard","MENARDS MARION IA MARION IA","24.86","debit","Home Improvement","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/19/2021","Goodwill Industries","GOODWILL INDUSTRIES CEDAR RAPIDS IA","4.00","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/19/2021","Menard","MENARDS MARION IA MARION IA","32.76","debit","Home Improvement","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/19/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","7.68","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/19/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","107.65","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/18/2021","Adobe Acrobat Pro","ADOBE ACROPRO SUBS 4085366000 CA","15.89","debit","Electronics & Software","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/18/2021","Menard","MENARDS MARION IA MARION IA","31.96","debit","Home Improvement","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/18/2021","CVS","CVS/PHARMACY #08532 800-746-7287 IA","40.00","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/18/2021","UPH SELF PAY 888-3434165 IA","UPH SELF PAY 888-3434165 IA","64.30","debit","Doctor","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/17/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","2.13","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/17/2021","DIVIDEND RECEIVED RAYTHEON TECHNOLOGIES CORP COM (RTX) (Cash)","DIVIDEND RECEIVED RAYTHEON TECHNOLOGIES CORP COM (RTX) (Cash)","29.78","credit","Dividend & Cap Gains","INDIVIDUAL - TOD","",""
"6/16/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","42.84","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/16/2021","West Branch Animal Clinic","WEST BRANCH ANIMAL CLI WEST BRANCH IA","22.00","debit","Veterinary","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/16/2021","Casey's","CASEYS GEN STORE2918 CORALVILLE IA","32.78","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/16/2021","YOU SOLD CONF:035741149 BNY MELLON RESEARCH GROWTH A (DWOAX) (Cash)","YOU SOLD CONF:035741149 BNY MELLON RESEARCH GROWTH A (DWOAX) (Cash)","19353.47","credit","Investments","JOINT WROS - TOD","",""
"6/15/2021","Boubin Muffler Shop Inc","BOUBIN MUFFLER SHOP # CEDAR RAPIDS IA","177.59","debit","Service & Parts","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/15/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","39.51","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/15/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","2.88","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/14/2021","Unitypoint Health","UNITYPOINT HEALTH DES MOINES IA","22.15","debit","Doctor","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/14/2021","Jimmy John's","JIMMY JOHNS - 2911 MARION IA","15.73","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/14/2021","VERNON VILLAGE TRUE VA CEDAR RAPIDS IA","VERNON VILLAGE TRUE VA CEDAR RAPIDS IA","12.16","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/14/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","7.68","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/14/2021","Amazon","AMAZON PRIME*215GB5AH1 AMZN.COM/BILLWA","6.35","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/14/2021","PCI NEUROLOGY CEDAR RAPIDS IA","PCI NEUROLOGY CEDAR RAPIDS IA","170.00","debit","Doctor","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/14/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","1.27","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/14/2021","WONDRIUM GREATCOURSESP 844-3304495 VA","WONDRIUM GREATCOURSESP 844-3304495 VA","48.15","debit","Charity","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/14/2021","Dollar General","DOLLAR-GENERAL #9141 CEDAR RAPIDS IA","6.15","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/13/2021","Jennifer Radlein","Jennifer Radlein","28.05","debit","Restaurants","PayPal Account","",""
"6/13/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","13.09","debit","Vacation","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/13/2021","JENNIFERRAD FB 4029357733 CA","PAYPAL *JENNIFERRAD FB 4029357733 CA","28.05","debit","Charity","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/13/2021","Pancheros Mexican Grill","PANCHEROS MEXICAN GRI CEDAR RAPIDS IA","16.96","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/13/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","21.22","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/13/2021","Menard","MENARDS MARION IA MARION IA","127.83","debit","Home Improvement","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/12/2021","Wendy's","WENDYS #14 CEDAR RAPIDS IA","11.10","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/12/2021","AT&T","AT&T*BILL PAYMENT 8003310500 TX","161.27","debit","Mobile Phone","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/12/2021","Hinterland","TIXR* HINTERLAND HINTE SANTA MONICA CA","30.82","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/11/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","26.55","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/11/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","18.49","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/11/2021","SMOKIN JOES OUTLET 13 CEDAR RAPIDS IA","SMOKIN JOES OUTLET 13 CEDAR RAPIDS IA","7.60","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/11/2021","VERNON VILLAGE TRUE VA CEDAR RAPIDS IA","VERNON VILLAGE TRUE VA CEDAR RAPIDS IA","14.97","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/11/2021","Dollar General","DOLLAR-GENERAL #9141 CEDAR RAPIDS IA","29.05","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/11/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","6.28","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/10/2021","CENTRAL IOWA VAPORS CE CEDAR RAPIDS IA","CENTRAL IOWA VAPORS CE CEDAR RAPIDS IA","52.38","debit","Hobbies","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/10/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","7.47","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/10/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA , UNLEAD","27.23","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/10/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","6.94","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/10/2021","Evernote","EVERNOTE MOUNTAIN VIEWCA","44.93","debit","Electronics & Software","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/10/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","58.00","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/10/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA , STRAWBERRIES 2LB, BANANAS, CLEMENTINE/MANDARIN, BLUEBERRIES, SPRING MIX, GREEN GRAPES, RED GRAPEFRUIT 16PK","90.49","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/10/2021","Apple","APPLE.COM/BILL 1111111111 CA","3.20","debit","Electronics & Software","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/10/2021","DIVIDEND RECEIVED OTIS WORLDWIDE CORP COM (OTIS) (Cash)","DIVIDEND RECEIVED OTIS WORLDWIDE CORP COM (OTIS) (Cash)","6.96","credit","Dividend & Cap Gains","INDIVIDUAL - TOD","",""
"6/09/2021","Burger King","BURGER KING #7746 Q07 CEDAR RAPIDS IA","13.55","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/09/2021","VERNON VILLAGE TRUE VA CEDAR RAPIDS IA","VERNON VILLAGE TRUE VA CEDAR RAPIDS IA","5.66","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/09/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","13.63","debit","Vacation","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/09/2021","Burger King","BURGER KING #7746 Q07 CEDAR RAPIDS IA","1.07","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/08/2021","Menard","MENARDS MARION IA MARION IA","116.75","debit","Home Improvement","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/08/2021","VERNON VILLAGE TRUE VA CEDAR RAPIDS IA","VERNON VILLAGE TRUE VA CEDAR RAPIDS IA","16.03","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/08/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","4.27","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/08/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","36.80","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/07/2021","Dinnerly","Dinnerly","40.73","debit","Groceries","PayPal Account","",""
"6/07/2021","Texas Roadhouse","TEXAS ROADHOUSE #2075 CEDAR RAPIDS IA","157.11","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/07/2021","DINNERLY 4029357733 NY","PAYPAL *DINNERLY 4029357733 NY","40.73","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/07/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","16.94","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/06/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","7.58","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/06/2021","Casey's","CASEYS GEN STORE2773 CEDAR RAPIDS IA","14.73","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/05/2021","TOP DRAWER CEDAR RAPIDS IA","TOP DRAWER CEDAR RAPIDS IA","47.00","debit","Clothing","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"6/05/2021","5GUYS 0678 QSR CEDAR RAPIDS IA","5GUYS 0678 QSR CEDAR RAPIDS IA","43.68","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
